name,elo_Hard,elo_Clay,elo_Grass,matches_Hard,matches_Clay,matches_Grass,elo_overall
Leonardo Mayer,1565.7870003085402,1566.452202243721,1527.3972764120167,165,178,35,1562.5456394833652
Pedro Martinez,1506.4176656412833,1613.2621212454064,1456.6771723807633,61,88,10,1562.4233710535957
Guillaume Raoux,1609.3492466830455,1462.4311348893057,1484.7394580114612,179,46,40,1562.1205804708256
Guy Forget,1542.7235148677753,1565.643684540905,1578.579373540652,89,47,26,1561.8501936664177
Jonas Bjorkman,1532.5970131515278,1478.7331327365796,1679.998879144821,450,99,126,1561.6624871209494
Alberto Berasategui,1440.320336567925,1595.046641890212,1482.4541339385794,82,369,2,1561.6102304115502
Somdev Devvarman,1590.1741301305185,1474.879548935225,1448.890762435966,111,21,12,1561.5867230649922
Filip Dewulf,1488.3494191145653,1653.9915641950413,1438.2367038935367,68,99,10,1561.5790295816896
Thomaz Bellucci,1583.4197775770976,1552.919648904302,1467.001094929304,172,231,18,1561.5608065139384
Steve Johnson,1547.1705167543016,1600.84470186295,1578.2542500519858,268,69,68,1561.5340047462505
John Millman,1574.9332317502794,1534.4489514181817,1521.7454965705194,190,49,31,1561.479344613815
Sebastian Decoud,,1570.1933551220422,1500.0,0,7,1,1561.419185731787
Christopher Oconnell,1592.291104189715,1478.2006418390142,1515.2464577944595,82,25,10,1561.3277877562102
Bassam Beidas,,1561.007737089351,,0,5,0,1561.007737089351
Gabriel Markus,1422.444743991818,1593.1387755053472,1500.0,14,80,1,1561.0026813322158
Janko Tipsarevic,1554.4090343173589,1585.6381429064356,1552.033216934112,323,142,72,1560.626031585732
Richey Reneberg,1552.0783275156434,1571.4699905020957,1591.337301114383,208,49,45,1560.5271146723758
Igor Andreev,1568.7494713327733,1558.0849821799231,1522.37391369022,195,221,33,1560.404548223502
Egor Gerasimov,1567.5496098495896,1532.3638425475028,1524.1186108939633,95,20,4,1560.176170001991
Karel Novacek,1571.1685887217493,1580.1794467075483,1474.039590065603,56,129,10,1560.0109644704985
Mats Wilander,1591.169516622408,1534.475367349316,1506.6323426533,56,41,3,1559.9730628657985
Slava Dosedel,1559.289098908428,1576.8839030423028,1447.9009208049,81,251,15,1559.7392084599917
Jared Palmer,1598.362019495189,1532.398452030944,1502.207061168753,68,37,16,1559.4312648501418
Ruben Gonzales,1488.5085176590603,1584.6366985057332,,4,11,0,1559.0025169466203
Jonas Forejtek,1558.8982945142498,,,4,0,0,1558.8982945142498
Thiago Seyboth Wild,1550.4573382269175,1568.8660475917347,1491.0496949095134,26,49,4,1558.8674165257332
Evgeny Korolev,1619.891053198908,1495.1858633651827,1430.50558681666,94,62,12,1558.4809080442133
Chuck Adams,1579.221544061136,1435.3300013420787,1460.1856738213116,114,9,9,1557.7818373708228
Cedrik Marcel Stebe,1520.6567565104883,1620.6095242399,1469.8994887242948,38,35,9,1557.7486035891916
Thiemo De Bakker,1527.778275094135,1620.206064174418,1492.0254871460522,86,60,18,1557.669233397498
Pruchya Isarow,1557.4938020672676,,,14,0,0,1557.4938020672676
Joao Fonseca,1606.1701876016616,1526.5281059491488,1500.0,8,11,1,1557.0585333126965
Ivan Sergeyev,1557.017660805229,,,6,0,0,1557.017660805229
Alejandro Hernandez,1537.264653674154,1586.903954744621,1483.5399863999562,28,40,2,1556.59133671086
Facundo Diaz Acosta,1463.680607786653,1593.5600413424388,1500.0,11,29,1,1556.4323874288757
Fabrice Santoro,1591.3513928114537,1472.3471457429569,1638.0399363754098,423,231,76,1556.1745567805162
Dominic Stricker,1577.7678442830504,1512.4534889427646,1526.1384775776276,31,10,8,1556.0090996494537
Jan Hernych,1591.128228164031,1492.023868996428,1561.0779464643626,102,42,40,1555.1793261682387
Lazaro Navarro Batles,1564.8988150563837,1481.7283754204768,,15,2,0,1555.1140574521594
Wayne Arthurs,1580.876493871539,1508.6106339949515,1537.632695212084,164,54,69,1554.8771136662522
Christopher Rungkat,1556.9283126995206,1516.0,,29,2,0,1554.2877763963256
Andrei Pavel,1474.4924261680949,1640.6991066781902,1496.417240602901,232,198,49,1553.9746201800344
Soon Woo Kwon,1560.8971022657856,1545.438398034576,1508.9344140458047,103,21,12,1553.9251533871447
Jiri Vesely,1580.00454855902,1515.552251761865,1571.6542355606257,151,123,41,1553.750595101927
Marius Copil,1619.065327019947,1412.0433901516628,1481.2326663332772,103,40,15,1553.5693309121532
Corentin Moutet,1552.4952927183704,1569.626962344264,1492.0525917908076,75,65,16,1553.43423701864
Filip Misolic,1507.122942018599,1566.6441114588115,,4,14,0,1553.417184916542
Alexey Kedryuk,1564.8313138876729,1516.4931933797716,,27,4,0,1553.359097885461
Fernando Verdasco,1544.5398536255905,1562.8825085099984,1564.4393004595456,501,394,95,1553.1216608680395
Dudi Sela,1587.9498389409246,1353.1458513903845,1563.0958081603396,236,44,54,1552.792137573531
Chris Guccione,1602.764100664916,1413.006910671265,1457.4341994240656,76,14,20,1552.1895671673878
Gaston Gaudio,1565.2361631670876,1552.639572877546,1473.1596979161654,114,321,8,1552.085281005624
Altug Celikbilek,1571.5096392842318,1500.728192498144,1505.3104347956114,15,3,3,1551.9409748164164
Juan Pablo Varillas,1456.6167928181826,1584.7535634599535,1500.0,21,62,1,1551.71039980594
Guillermo Garcia Lopez,1519.6630390023347,1605.3486270313783,1476.472890969805,315,274,60,1551.5298200187096
Aslan Karatsev,1552.3790490300848,1566.012068668177,1486.9191675346988,110,45,12,1551.3489131364893
Yosuke Watanuki,1565.1729328650006,1520.624791043216,1517.5026100664031,27,7,5,1551.0655326920396
Pavel Kotov,1516.7454252770754,1602.1246791562296,1514.8629555904995,44,32,4,1550.8030033444084
Yong Kyu Lim,1577.2130756672657,1471.3894541394177,1484.0,14,3,2,1550.6921800926302
Marc Gicquel,1576.8087162080485,1520.0271713290904,1477.798138479088,102,59,26,1550.6864424049727
Christopher Eubanks,1558.7538913943467,1445.7221474759172,1563.4095111491624,69,9,25,1550.0073360409926
Donald Young,1570.097245651011,1419.3779111033289,1532.940806115328,244,33,39,1549.7718052017542
Jaime Yzaga,1579.1705796039726,1528.2164818530102,1484.0948941241932,110,91,4,1549.7382411633434
Shahab Hassani Nafez,1500.5984066963467,1574.198085029804,,3,6,0,1549.6648589186516
Eduardo Schwank,1446.4352746783184,1610.2681463280271,1447.919521579119,31,66,8,1549.5290223362913
Julio Cesar Campozano,1494.0178849908546,1575.259704581013,,8,17,0,1549.2623223121625
Diego Galeano,1516.7023986633528,1563.6405543566636,,4,9,0,1549.198044912568
Daniel Evans,1578.0848629401005,1476.289168816257,1485.3146443668054,236,59,40,1549.079625040881
Sargis Sargsian,1552.3639563738116,1571.8036215179443,1481.99725187372,171,104,58,1549.0382015440248
Marcel Felder,1548.7983227838808,1550.5354057203429,,6,27,0,1548.264168318644
Bernd Karbacher,1552.0330189900133,1580.31142457017,1403.6839685983573,117,144,17,1548.1240732640176
Quino Munoz,,1547.914470260905,,0,8,0,1547.914470260905
Yu Hsiou Hsu,1547.413771916198,,,7,0,0,1547.413771916198
Michel Kratochvil,1581.053556425158,1506.9136691022852,1544.234528603555,89,47,21,1547.3094354402317
Christian Ruud,1507.1223604232662,1574.3222435718494,1435.2128570778768,76,169,6,1547.17298084152
Miguel Tobon,1512.7583767699523,1558.3320218246356,,4,31,0,1546.9876249993822
Peter Gojowczyk,1562.651833992944,1480.9618363080133,1526.867507235752,125,24,26,1546.1321057636565
Yen Hsun Lu,1557.602295098228,1443.352533561951,1540.2232579914912,299,27,66,1545.8658080346147
Sandon Stolle,1554.8649370224718,1491.8692120723117,1560.673729769035,124,25,47,1545.6206804211563
Robert Strombachs,1545.4778455863282,,,6,0,0,1545.4778455863282
Jhonson Garcia,1509.639143219481,1581.300996817263,,15,15,0,1545.470070018372
Edouard Roger-Vasselin,1564.5125331932195,1526.973807102106,1502.252028243179,110,44,31,1545.1515623745154
Jose De Armas,1566.156907823161,1497.0015157891169,,25,11,0,1545.0260935905362
Vladimir Voltchkov,1561.915607452686,1417.1734125168273,1513.74735070136,87,21,22,1544.0323776879632
Sam Querrey,1506.422528930896,1583.822694707441,1647.993935522786,471,120,125,1543.9694267931131
Jason Kubler,1555.2468900757262,1545.4717345745603,1511.5279910981794,35,14,13,1543.8727309833969
Andrea Vavassori,1506.5090502957858,1561.4811335099423,1484.6089471926257,4,15,2,1543.6890999151203
Learner Tien,1543.5600892524376,,,12,0,0,1543.5600892524374
Ryan Sweeting,1547.869639857816,1577.4329366891188,1463.014701221964,67,15,10,1543.466379706849
Daniel Brands,1554.4438798283277,1543.3967620387464,1490.0446244322477,81,55,17,1543.3172208730311
Florian Mayer,1511.9323958778473,1545.092407546972,1653.611093889439,236,200,65,1543.2356025759589
Adam Chadaj,,1542.99488138368,,0,4,0,1542.99488138368
Wesley Moodie,1559.1317487883302,1473.7834624175882,1495.1462823267198,89,3,23,1542.777632881642
G D Jones,1542.6584456363278,,,10,0,0,1542.6584456363278
Zizou Bergs,1558.661985957374,1513.1642956552569,1498.132890393545,40,16,4,1542.4939955058876
Izak Van Der Merwe,1562.2558458441667,1500.4950162930131,1489.356027479136,23,3,4,1542.4705319529144
Ben Qiang Zhu,1549.8479803011478,,1491.8975758196711,26,0,4,1542.1212597036176
David Souto,1573.6284927439535,1487.7184351822054,,10,6,0,1541.412221158298
Sergei Bubka,1563.3705636206566,1490.8566090322645,1500.7351372644623,20,4,3,1541.296430056537
Vladimir Gabrichidze,1500.0,1546.1209506581654,,1,8,0,1540.996400585036
Uladzimir Ignatik,1596.3208567238091,1465.396369785787,,17,11,0,1540.8271543982803
Gianluca Mager,1516.9378427077622,1562.423966903813,1515.3657699058792,26,31,2,1540.7840410886745
Benjamin Hassan,1515.4293867879794,1560.0831496024562,,10,13,0,1540.6684701179013
Todd Widom,1540.4529215122077,,,10,0,0,1540.4529215122077
Emilio Benfele Alvarez,1381.8505775316726,1566.16874471815,1464.4125964631196,11,92,4,1540.3646745350973
Todd Woodbridge,1523.4505659117217,1470.2003674361913,1635.2718174761364,216,52,65,1540.2157158047034
Alexander Volkov,1524.990960768204,1467.6551740007142,1548.803298570254,155,50,37,1540.1635347575825
Sule Ladipo,1566.1654618046416,1471.1947105017096,,15,5,0,1540.130773064306
Cyril Saulnier,1555.2381166705989,1431.00438316319,1494.1907399553909,119,16,24,1540.0128049748137
Bjorn Phau,1556.655069123174,1547.6971433224164,1358.6340838900562,140,59,14,1539.68030890204
Tanakorn Srichaphan,1555.418973060328,1468.2349280534029,,16,3,0,1539.5704176562729
Yuri Schukin,1428.859563976473,1579.3380549977223,,9,26,0,1539.514597381362
Hamed Ul Haq,,1561.6099975862385,1484.0,0,5,2,1539.4357125615988
Lamine Ouahab,1493.5455100638724,1551.2748838896223,,8,31,0,1539.432961053571
Jerome Seguin,,1539.2715442952442,,0,8,0,1539.2715442952442
Alex Bogomolov Jr,1560.078788056719,1421.4127560439094,1489.0113038363156,139,14,25,1539.191082698913
Oleg Ogorodov,1551.61188013241,1553.8177400849129,1495.0573539971451,62,28,5,1539.0618978126697
Tamer El Sawy,1476.7642314157456,1573.9542392203125,1489.3586178600344,8,18,2,1538.7588756210916
Diego Hartfield,1455.63560552418,1562.331836771224,1482.146856755016,8,34,2,1538.6909501891091
Radu Albot,1561.620145486972,1520.3468994963544,1436.616062212168,162,66,24,1538.4654413742653
Pavol Cervenak,1500.0,1541.7867472194544,,1,11,0,1538.3045182845
Reda El Amrani,1500.0,1556.4712426500275,,1,13,0,1537.8967263563263
Michal Tabara,1573.34933957446,1520.8599617365974,1491.0337206348006,40,45,2,1537.8169551717897
Mark Woodforde,1510.738179622278,1525.4619937903135,1578.8555515054372,221,70,56,1537.685485322451
Orest Tereshchuk,1515.1064288779444,1540.8852928031986,,6,7,0,1537.593413570057
Hee Seok Chung,1558.120918370621,1500.0,,7,1,0,1537.5722022391053
Tim Van Rijthoven,1479.33084496292,,1595.6680475582143,11,0,11,1537.4994462605673
Arthur Cazaux,1570.9671812981846,1457.0414103716253,1473.9681259738693,20,6,3,1537.3619471074155
Max Mirnyi,1513.5620400366895,1507.1195655841511,1611.5102815215266,257,101,56,1536.6796482670804
Nicolas Coutelot,1489.676193818835,1543.503477388798,1487.6431299380945,2,28,2,1536.6480004500063
Liang Chi Huang,1542.7431343662822,1500.0,,6,1,0,1536.6369723139562
Goudjo Gbedey,1545.6847506526028,1500.0,,4,1,0,1536.5478005220823
Richard Gasquet,1532.0204303210346,1516.1690805267715,1607.9660001522627,606,282,117,1536.5197790534955
Richard Fromberg,1583.4313993972946,1527.4306021050832,1492.7546144695627,150,216,27,1536.4780370610763
Gijs Brouwer,1549.8998706429063,1540.1620328554498,1515.25652093694,10,9,8,1536.389228504579
Todd Reid,1552.9700143317364,1500.0,1491.352927064612,26,1,9,1536.0943532279623
Johnny Goudenbour,,1511.1200679728377,,0,6,0,1536.0415294715242
Yuki Bhambri,1542.9254472340704,1502.0920034100611,1468.0911818333564,54,3,4,1536.010080134482
Adam Malik,1559.1566730579866,1514.7550041871898,1500.0,7,2,1,1535.998209077332
Ivo Karlovic,1513.2333282011375,1551.4083135047597,1607.8118671645548,452,132,118,1535.897402533889
Zsombor Piros,1551.524140561924,1513.076290797744,,10,7,0,1535.6926730119676
Francis Casey Alcantara,1530.2034320707287,1544.374020047573,,3,6,0,1535.6854416497622
Matthias Bachinger,1589.5687633859422,1472.8886660979404,1463.388589413394,47,30,9,1535.661501939512
Marc Lopez,1505.32793230913,1539.7163608519866,1511.2050746317868,4,47,3,1535.5851095032456
Luka Gregorc,1542.455915394952,1500.0,1500.0,16,1,1,1535.5647323159617
Gonzalo Lama,1484.3180113341357,1554.0063631984412,,4,11,0,1535.4228027012932
Juan Albert Viloca Puig,1403.4356170114902,1579.2119222323415,1500.0754008796102,29,94,3,1535.3932763736286
Ali Hamadeh,1548.859019124174,1500.0,1489.1922874580766,17,1,2,1535.328243358565
Jonathan Erlich,1546.7326060003852,,1501.0174160178133,9,0,3,1535.3038085047422
Dustin Brown,1528.7640831775448,1520.5040137069411,1564.560728049459,68,52,41,1535.212150427713
Maxime Cressy,1549.4569784770847,1429.8129575059688,1544.0525881432454,66,11,24,1535.1422299751598
Tobias Kamke,1538.5959672811246,1547.1998400105874,1498.491019820686,98,44,24,1535.0782062030871
Renzo Olivo,1457.1965802543225,1550.5972063498148,1500.0,9,46,1,1534.68286989965
Paul Haarhuis,1547.4935259656277,1474.1519956547409,1561.1993460308076,171,96,45,1534.2667083859053
Genaro Alberto Olivieri,,1533.9612251803214,,0,3,0,1533.9612251803217
Michael Brown B395,1546.4278769849032,1515.207528755206,,6,4,0,1533.9397376930242
Wally Masur,1501.3227709125845,1483.236008652881,1617.5268574723266,79,20,41,1533.8912079517363
Olivier Rochus,1579.541208869379,1446.7009248341635,1558.6180951108845,252,155,81,1533.6911330421256
Nikoloz Basilashvili,1515.9947037644945,1572.19639280345,1527.1464838753914,188,94,33,1533.627721764262
Gastao Elias,1390.4846849519383,1613.500410938979,1468.1023348041374,28,53,3,1533.569411327442
Julian Alonso,1424.9451817547915,1579.8087198547594,1485.483422499131,32,78,2,1533.4598693749367
Andres Gomez,1475.118698642423,1546.563071982786,,7,31,0,1533.4022663674557
Paulo Carvallo,1481.4996243616797,1552.2328589715296,,4,11,0,1533.3706630755696
Krystian Pfeiffer,,1533.2841650330818,,0,7,0,1533.2841650330818
Michael Berrer,1570.0038273945072,1455.949292887695,1441.2485524268004,160,47,24,1533.2666659571769
Miguel Angel Reyes Varela,1537.847033238182,1500.0,,7,1,0,1533.1161540834091
Hugo Gaston,1483.328460294582,1596.8115215867713,1523.1572902908154,50,40,6,1533.102371041092
Coleman Wong,1535.3984238746948,,1500.0,14,0,1,1533.038528949715
Daniel Vacek,1587.204434472189,1452.2218961082992,1535.7874898871228,191,66,40,1532.9635000404292
Aisam Ul Haq Qureshi,1499.9132020134186,1512.1180364347929,1564.2134679332512,26,13,36,1532.8928342879765
Mauricio Echazu,1503.9086993576952,1535.8962473437325,,3,27,0,1532.6974925451289
Milen Velev,1471.8902432021637,1544.5191413638795,,3,18,0,1532.591603370742
Ville Liukko,1516.7977133348973,1495.9997564065063,,16,6,0,1532.4680114204805
Marcel Granollers,1480.0987974094437,1577.8919445806844,1549.8976983401878,201,214,38,1532.1519800364058
Davide Sanguinetti,1572.5290742803888,1513.2974715438063,1486.741100453112,182,144,47,1532.1106634834002
Ivan Dodig,1487.892310002109,1615.6781351085249,1592.0394667464843,163,64,31,1532.1049249861642
Dusan Vemic,1472.2784522135134,1576.795921860297,1519.9541970349778,9,18,6,1532.0556104164534
Harshana Godamanna,1540.2590101640887,1525.8590433877318,,8,11,0,1531.9221872935664
Roberto Marcora,1537.1577835414,1500.0,,6,1,0,1531.8495287497717
Jacco Eltingh,1446.5178604881928,1589.248031540049,1572.4142577870098,82,63,38,1531.8097823762466
Kelly Jones,1543.7344896274192,,,15,0,0,1531.7889059988984
Jerome Kym,1531.7550430053104,,,3,0,0,1531.7550430053104
Marcelo Filippini,1405.2675803692466,1556.0160992495496,1479.7878317200475,47,257,3,1531.747434486402
Andrei Karatchenia,1537.8951584347396,1500.0,,5,1,0,1531.5792986956164
Kotaro Miyachi,1536.073704283296,,,7,0,0,1531.564491247884
Alexandre Muller,1536.880039482554,1529.559561622065,1498.4676176415103,35,27,4,1531.557272973503
Teymuraz Gabashvili,1525.9011851464968,1571.9800360040026,1419.062867416526,177,105,23,1531.477603689848
Andrej Martin,1477.5486176892157,1548.473707781956,1500.0,15,49,1,1531.360629948524
Baris Ergun,1531.263693206478,,,3,0,0,1531.263693206478
Juan Carlos Saez,,1531.263693206478,,0,3,0,1531.263693206478
Christian Bergstrom,1551.402772009752,1533.2476594210884,1502.0832438881057,61,35,10,1531.0853826228374
Marsel Ilhan,1581.6270777758425,1445.4460170250677,1476.23325874418,54,24,12,1530.927888189427
Marc Kevin Goellner,1512.7606165263774,1566.1213264938303,1463.8784215026187,99,170,37,1530.9178329168012
Mikhail Youzhny,1555.8042098890112,1442.976424750446,1560.4790959870577,493,262,108,1530.8515479612831
Albano Olivetti,1542.0450204329218,1500.0,1483.7704922302894,11,1,2,1530.7168720873372
Paul Henri Mathieu,1486.5203601060546,1590.841716833416,1510.3775122139043,275,222,54,1530.6937246376074
Vladimir Ivanov,1554.2014159027838,1470.067081267369,,9,3,0,1530.6164605328586
