name,elo_Hard,elo_Clay,elo_Grass,matches_Hard,matches_Clay,matches_Grass,elo_overall
Alexander Windisch,,1500.0,,0,1,0,1500.0
Marin Draganja,1500.0,,,1,0,0,1500.0
Denis Yakimenko,1500.0,1500.0,,1,1,0,1500.0
Lleyton Cronje,,1500.0,,0,1,0,1500.0
Yuttana Charoenphon,1500.0,,,1,0,0,1500.0
Udo Plamberger,,,,0,0,0,1500.0
Goncalo Nicau,1500.0,1500.0,,1,1,0,1500.0
Muhd Ashaari Bin Zinal Abidin,1500.0,,,1,0,0,1500.0
Faisal Aidil,1500.0,,,1,0,0,1500.0
Mohammed Faizal Bin Othman,1500.0,,,1,0,0,1500.0
Romain Radwan,1500.0,,,1,0,0,1500.0
Coenie Van Wyk,1500.0,,,1,0,0,1500.0
Julius Gotovskis,,1500.0,,0,1,0,1500.0
Wahib Maknieh,1500.0,,,1,0,0,1500.0
Jing Yi Li,1500.0,1500.0,,1,1,0,1500.0
Vadim Davletshin,1500.0,,,1,0,0,1500.0
Luis Diaz Barriga,,1500.0,,0,1,0,1500.0
Marco Aurelio Nunez,,1500.0,,0,1,0,1500.0
Larbi Rharnit,,1500.0,,0,1,0,1500.0
Hong Chung,1500.0,,1500.0,1,0,1,1500.0
Juan Sebastian Vivanco,,1500.0,,0,1,0,1500.0
Loucas Christophides,,1500.0,,0,1,0,1500.0
Arafat Chekrouni,,1500.0,,0,1,0,1500.0
Giorgi Javakhishvili,,,,0,0,0,1500.0
Nigel Badza,1500.0,,,1,0,0,1500.0
Laurent Hild,,1500.0,,0,1,0,1500.0
Rameez Junaid,1500.0,,1500.0,1,0,1,1500.0
Nathan Anthony Barki,1500.0,,,1,0,0,1500.0
Tegar Abdi Satrio Wibowo,1500.0,,,1,0,0,1500.0
Hugo Nys,1500.0,1500.0,,1,1,0,1500.0
Lucky Candra Kurniawan,1500.0,,,1,0,0,1500.0
John Sobel,1500.0,,,1,0,0,1500.0
Austin Smith,1500.0,,,1,0,0,1500.0
Yuta Shimizu,1500.0,,1500.0,1,0,1,1500.0
Wojciech Marek,1500.0,,,1,0,0,1500.0
Lluis Miralles,1500.0,,,1,0,0,1500.0
Erik Chvojka,1500.0,1500.0,,1,1,0,1500.0
Vishal Punna,,,,0,0,0,1500.0
Piero Demichelli,,1500.0,,0,1,0,1500.0
Daniel Langre,1500.0,,,1,0,0,1500.0
Mohammed Noor Noordin,1500.0,1500.0,,1,1,0,1500.0
Bruno Abdel Nour,1500.0,,,1,0,0,1500.0
Tripp Phillips,1500.0,,,1,0,0,1500.0
Pedro Braga,,1500.0,,0,1,0,1500.0
Robert Sliwinski,,,,0,0,0,1500.0
Enrique Lopez Perez,,1500.0,,0,1,0,1500.0
Dac Tien Nguyen,1500.0,,,1,0,0,1500.0
Isaac Tetteh Quaye,1500.0,,,1,0,0,1500.0
Trent Bryde,1500.0,,,1,0,0,1500.0
Raul Brancaccio,,1500.0,,0,1,0,1500.0
Elvis Henry,,1500.0,,0,1,0,1500.0
Carlos Alvarez,,1500.0,,0,1,0,1500.0
Juan Lorenzo Gonzalez,,1500.0,,0,1,0,1500.0
Serguei Tarasevitch,1500.0,,,1,0,0,1500.0
Ivan Cerovic,,1500.0,,0,1,0,1500.0
Victor Bruthans,,1500.0,,0,1,0,1500.0
Jacob Adaktusson,1500.0,,,1,0,0,1500.0
Vishal Uppal,1500.0,,,1,0,0,1500.0
Derek Yong,1500.0,,,1,0,0,1500.0
Laith Azzouni,1500.0,,,1,0,0,1500.0
Juan Carlos Baguena,,1500.0,,0,1,0,1500.0
Siu Fai Kelvin Lam,1500.0,,,1,0,0,1500.0
Janis Skroderis,,1500.0,,0,1,0,1500.0
Michael Ray Pallares Gonzalez,1500.0,,,1,0,0,1500.0
Frederick Sundsten,1500.0,,,1,0,0,1500.0
Saeid Ahmadvand,,1500.0,,0,1,0,1500.0
William Ward,1500.0,,,1,0,0,1500.0
Ludovic Walter,,,1500.0,0,0,1,1500.0
Mohammed Mahmoudi,,1500.0,,0,1,0,1500.0
Sami Ghorbel,1500.0,,,1,0,0,1500.0
Sebastian Fitz,,,1500.0,0,0,1,1500.0
Petr Pala,,1500.0,,0,1,0,1500.0
Johann Coles,1500.0,,,1,0,0,1500.0
Duane Williams,,1500.0,,0,1,0,1500.0
Thomas Andersen,,,,0,0,0,1500.0
Aziz Ouakaa,1500.0,1500.0,,1,1,0,1500.0
Siim Troost,1500.0,,,1,0,0,1500.0
Finn Reynolds,,,1500.0,0,0,1,1500.0
Sam Riffice,1500.0,,,1,0,0,1500.0
Eduardo Nava,1500.0,1500.0,,1,1,0,1500.0
Min Kyu Han,1500.0,,,1,0,0,1500.0
Sascha Nensel,1500.0,1500.0,,1,1,0,1500.0
Goran Popov,,1500.0,,0,1,0,1500.0
Evgeny Kirillov,,,1500.0,0,0,1,1500.0
Takahiro Ittogi,1500.0,,,1,0,0,1500.0
John Paul Fruttero,1500.0,,,1,0,0,1500.0
Baris Erguden,1500.0,,,1,0,0,1500.0
Irakli Metreveli,,,,0,0,0,1500.0
Gonzalo Villanueva,1500.0,,,1,0,0,1500.0
Suharyadi Suharyadi,1500.0,1500.0,,1,1,0,1500.0
Nick Van Der Meer,,1500.0,,0,1,0,1500.0
Lester Cook,1500.0,,,1,0,0,1500.0
Johan Hede,1500.0,,,1,0,0,1500.0
Mathias Hellstrom,,1500.0,,0,1,0,1500.0
Diego Del Rio,,1500.0,,0,1,0,1500.0
Guillermo Rivera Aranguiz,,1500.0,,0,1,0,1500.0
Juan Rios,1500.0,1500.0,,1,1,0,1500.0
Soong Jae Cho,1500.0,,,1,0,0,1500.0
Pasi Virtanen,,,,0,0,0,1500.0
Francisco Yim Kim,1500.0,,,1,0,0,1500.0
Kodzo Apeti,1500.0,,,1,0,0,1500.0
Dimitri Badra,1500.0,,,1,0,0,1500.0
Manuel Castellanos,,1500.0,,0,1,0,1500.0
Dmitro Tolok,1500.0,,,1,0,0,1500.0
David Kvernadze,,1500.0,,0,1,0,1500.0
Sandeep Kirtane,1500.0,,,1,0,0,1500.0
Marcos Perez Hubert,,1500.0,,0,1,0,1500.0
Caleb Chakravarthi,1500.0,,,1,0,0,1500.0
Alexander Zgirovsky,,1500.0,,0,1,0,1500.0
Erik Arutiunian,,1500.0,,0,1,0,1500.0
Edgars Manusis,1500.0,,,1,0,0,1500.0
Daniel Yoo,1500.0,,,1,0,0,1500.0
Mario Alberto Cayo,1500.0,,,1,0,0,1500.0
Bruno Rosa,1500.0,,,1,0,0,1500.0
Malcolm Birch,,1500.0,,0,1,0,1500.0
Pablo Galdon,,1500.0,,0,1,0,1500.0
Fernando Romboli,,1500.0,,0,1,0,1500.0
Victor Trotsko,,,,0,0,0,1500.0
Thabo Ncube,,1500.0,,0,1,0,1500.0
Roey Tabet,,1500.0,,0,1,0,1500.0
Thierry Neiens,,1500.0,,0,1,0,1500.0
Koko Kunkel,1500.0,,,1,0,0,1500.0
Glenn Michibata,1500.0,,,1,0,0,1500.0
Asaf Raja,1500.0,,,1,0,0,1500.0
Graeme Foster,1500.0,,,1,0,0,1500.0
Hernan Casanova,,1500.0,,0,1,0,1500.0
William Blumberg,,,1500.0,0,0,1,1500.0
Augusto Ricciardi Castelli,,1500.0,,0,1,0,1500.0
Andreas Bjerrehus,1500.0,,,1,0,0,1500.0
Juan Carlos Prado Angelo,,1500.0,,0,1,0,1500.0
Felipe Rios,,1500.0,,0,1,0,1500.0
Mohammed Abdulla,1500.0,,,1,0,0,1500.0
Gabriel Pitta,,1500.0,,0,1,0,1500.0
Ronaldo Carvalho,,1500.0,,0,1,0,1500.0
Alessandro Camarco,,1500.0,,0,1,0,1500.0
Leonardo Kirche,,1500.0,,0,1,0,1500.0
Adrian Bohane,1500.0,,,1,0,0,1500.0
David De Miguel,,1500.0,,0,1,0,1500.0
Thomas Drouet,1500.0,,,1,0,0,1500.0
Terence Nugent,1500.0,1500.0,,1,1,0,1500.0
Zach Dailey,1500.0,,,1,0,0,1500.0
Eric Nunez,1500.0,,,1,0,0,1500.0
Phillip Harboe,,1500.0,,0,1,0,1500.0
Ilya Belyaev,1500.0,,,1,0,0,1500.0
Thanapet Chanta,,1500.0,,0,1,0,1500.0
Delmas Ntcha,1500.0,,,1,0,0,1500.0
Sylvestre Monnou,1500.0,,,1,0,0,1500.0
Stylianos Christodoulou,1500.0,1500.0,,1,1,0,1500.0
Tzvetan Mihov,1500.0,,,1,0,0,1500.0
Alex Clayton,1500.0,,,1,0,0,1500.0
Steven Korteling,,1500.0,,0,1,0,1500.0
Aljoscha Thron,,1500.0,,0,1,0,1500.0
Mikk Irdoja,,1500.0,,0,1,0,1500.0
Charles Irie,,1500.0,,0,1,0,1500.0
Mark Kratzmann,1500.0,,,1,0,0,1500.0
Toshihisa Tsuchihashi,1500.0,,,1,0,0,1500.0
Dusan Lojda,1500.0,,,1,0,0,1500.0
Oscar Rodriguez Sanchez,,1500.0,,0,1,0,1500.0
Sergio Ramirez,,1500.0,,0,1,0,1500.0
Boris Arias,,1500.0,,0,1,0,1500.0
Marius Tangen,,,,0,0,0,1500.0
Gino Meeuwsen,1500.0,,,1,0,0,1500.0
Danylo Kalenichenko,1500.0,,,1,0,0,1500.0
Adrian Forberg Skogeng,,1500.0,,0,1,0,1500.0
Tuna Altuna,,,1500.0,0,0,1,1500.0
Rodrigo Rappaccioli,,1500.0,,0,1,0,1500.0
Soren Wedege,,1500.0,,0,1,0,1500.0
Jan Zielinski,1500.0,,,1,0,0,1500.0
Andres Pedroso,1500.0,,,1,0,0,1500.0
Oskar Saarne,,,,0,0,0,1500.0
Martin Emmrich,,,1500.0,0,0,1,1500.0
Marcelo Melo,,1500.0,,0,1,0,1500.0
Abdulrahman Alawadhi,,1500.0,,0,1,0,1500.0
Marco Antonio Rojas,,1500.0,,0,1,0,1500.0
Austen Childs,1500.0,,,1,0,0,1500.0
Hernando Jose Escurra Isnardi,1500.0,1500.0,,1,1,0,1500.0
Frank Condor,,1500.0,,0,1,0,1500.0
Kamil Capkovic,1500.0,,,1,0,0,1500.0
Marco Mirnegg,,1500.0,1500.0,0,1,1,1500.0
Santiago Fa Rodriguez Taverna,,1500.0,,0,1,0,1500.0
Hidehiko Tanizawa,1500.0,,,1,0,0,1500.0
John Laffnie De Jager,1500.0,,1500.0,1,0,1,1500.0
Scott Gessner,1500.0,1500.0,,1,1,0,1500.0
Carlos Gimeno Valero,,1500.0,,0,1,0,1500.0
Diego Fernandez Flores,,1500.0,,0,1,0,1500.0
George Bezecny,,1500.0,,0,1,0,1500.0
Mahmoud Ezz,1500.0,,,1,0,0,1500.0
Philip Hjorth,1500.0,,,1,0,0,1500.0
Jack Loutit,1500.0,,,1,0,0,1500.0
Siddharth Vishwakarma,1500.0,,,1,0,0,1500.0
Liova Ayite Ajavon,1500.0,,,1,0,0,1500.0
Demetris Azoides,1500.0,,,1,0,0,1500.0
Iliyan Radulov,,1500.0,,0,1,0,1500.0
Jack Cheng,1500.0,,,1,0,0,1500.0
Marcos Lee Chan Baratau,1500.0,,,1,0,0,1500.0
Alec Beckley,,1500.0,,0,1,0,1500.0
Yousaf Khalil,1500.0,,,1,0,0,1500.0
Remy Bertola,1500.0,,,1,0,0,1500.0
Abdulhamid Mubarak,,1500.0,,0,1,0,1500.0
Tom Diederich,1500.0,,,1,0,0,1500.0
Roberto Ortega Olmedo,,1500.0,,0,1,0,1500.0
Javier Barranco Cosano,,1500.0,,0,1,0,1500.0
Dan Cantwell,1500.0,,,1,0,0,1500.0
Yuan Xiong Hui,,1500.0,,0,1,0,1500.0
Sofiane Rais Ali,,,,0,0,0,1500.0
Daniel Omaboe,1500.0,1500.0,,1,1,0,1500.0
Jorge Cordova,1500.0,,,1,0,0,1500.0
Marvin Moeller,,1500.0,,0,1,0,1500.0
Fred Simonsson,,1500.0,,0,1,0,1500.0
Luca Preda,1500.0,,,1,0,0,1500.0
Hamza Karmoussi,1500.0,,,1,0,0,1500.0
Petr Nesterov,1500.0,1500.0,,1,1,0,1500.0
Ernie Fernandez,1500.0,,,1,0,0,1500.0
Niki Kaliyanda Poonacha,,,1500.0,0,0,1,1500.0
Orel Kimhi,1500.0,,,1,0,0,1500.0
Kwok Shun Dasson Chan,1500.0,,,1,0,0,1500.0
Cesar Escobar Serrano,1500.0,,,1,0,0,1500.0
Slah Mbarek,,1500.0,,0,1,0,1500.0
Thomas Blake,1500.8281316566708,1500.0,1499.120899755152,3,1,3,1499.9781563193526
Nouhoun Sangare,1499.948492178252,1500.0,,3,1,0,1499.961369133689
Jerry Joseph,1515.1658767998729,1484.736306793522,,2,2,0,1499.9510917966977
Ki Lung Ng,1499.931933354895,,,3,0,0,1499.931933354895
Mike Bryan,1505.9723965361095,1486.2354561002517,1491.657085429346,10,2,4,1499.9264512049365
Rashid Hassan,1499.9218450680576,,,3,0,0,1499.9218450680576
Gyorgy Balazs,1500.0,1499.8140917168018,,1,3,0,1499.888455030081
Emanuel Couto,1492.8818327130869,1502.7378055377956,,3,28,0,1499.8819291047582
Eliot Spizzirri,1500.0,,1499.808128924616,1,0,3,1499.856096693462
Karsten Braasch,1542.7221024442615,1405.5214990616337,1517.493135975976,74,36,25,1499.8296071097714
Henry Adjei Darko,1504.46770992523,1488.2297237775751,,5,2,0,1499.8282853116143
Temur Ismailov,1516.0,1483.2635918028489,1500.0,2,2,1,1499.7054367211397
Lukas Neumayer,,1499.701236746739,,0,5,0,1499.701236746739
Aleksandre Bakshi,1499.6979165750429,,,3,0,0,1499.6979165750429
Stephane Sansoni,1516.0,1500.0,,2,1,0,1499.690620838329
Luis Manuel Flores,1483.3148776313062,,,2,0,0,1499.6574388156532
Aivaras Balzekas,1483.2922779459004,,,2,0,0,1499.6461389729502
Michal Gawlowski,1500.0,1500.0,,1,1,0,1499.632927454537
Jose Medrano,1516.0,1483.263693206478,,2,2,0,1499.631846603239
Camilo Ugo Carabelli,1485.9255612936076,1502.1230635753757,,2,11,0,1499.631140147411
Mustafa Azkara,1515.2311735165986,1484.0,,2,2,0,1499.6155867582993
Gunawan Trismuwantara,1516.0,,1483.036503144061,2,0,2,1499.5182515720303
Jesper De Jong,1496.0740767012671,1503.6857735484025,1500.0,5,4,1,1499.5113477699947
Hussain Al Ashwak,1499.5094189853355,,,5,0,0,1499.5094189853355
Gerardo Lopez Villasenor,1493.1976324244908,1509.570848770087,,8,5,0,1499.4950233266431
Borut Urh,1482.7476980436538,1511.8417934846018,,2,10,0,1499.4908047345336
Dzmitry Zhyrmont,1510.9231629593753,1459.343956875696,,14,4,0,1499.461117163002
Kornel Bardoczky,1513.2324292268347,1491.6542374689911,,9,16,0,1499.444602405591
Andrei Luzgin,1500.0,,,1,0,0,1499.4148475771915
Gianluca Pozzi,1501.9091513563776,1371.8414721551594,1551.3950001144235,202,37,60,1499.3542733314316
Karlis Lejnieks,1508.285905620761,1468.1215708953696,,3,3,0,1499.3292238891122
Mark Markov,,1516.0,,0,2,0,1499.3141318387438
Andres Martin,1499.3082166937572,,,4,0,0,1499.3082166937572
Conor Gannon,,1499.263693206478,,0,3,0,1499.263693206478
Yanaki Milev,1500.0,1499.0060604583216,,1,3,0,1499.2545453437413
Bryan Shelton,1479.5404944812951,1521.0020869299092,1515.929741042554,79,65,31,1499.2293730013107
Tomas Tenconi,,1499.2243408767265,,0,3,0,1499.2243408767265
Juan Manuel Cerundolo,1561.9633132295874,1457.302517136204,1500.0,16,24,1,1499.187156657129
James Duckworth,1499.2351334429993,1459.074881453814,1518.32761463038,130,14,29,1499.1856445793312
Martin Vassallo Arguello,1387.583749001653,1532.6464623981512,1480.31551681232,27,94,7,1499.185447704352
Ivaylo Traykov,,1500.292619431124,,0,11,0,1499.1596477443002
Alberto Paris,,1499.154912173936,,0,3,0,1499.154912173936
Joao Pedro Sorgi,1499.1151840197613,,,3,0,0,1499.115184019761
Rafael Jordan,1504.014185161774,1486.8509707773017,,5,2,0,1499.1104096233537
Bernardo Mota,1470.269387604396,1508.685580625178,,3,26,0,1499.046671972887
Enzo Couacaud,1504.721725452805,1495.4255894557857,1491.7319677220478,5,4,2,1498.979538230115
Kevin Ullyett,1483.7959346474065,,1549.299086721922,37,0,12,1498.9727180157695
Oscar Martinez,1500.0,1498.9023111826125,1500.0,1,44,1,1498.950036783369
Jerome Haehnel,1552.6874282245642,1445.1180679477975,1469.5764090612868,11,10,3,1498.937359877362
Americo Venero Montes,1526.5649558314976,1474.746682243377,,7,8,0,1498.9285432511667
Michael Hill,1504.751782547043,,1484.3193318269523,5,0,2,1498.91393948416
Arthur De Greef,1505.8470597874546,1495.8949226561845,,3,7,0,1498.8805637955654
Mark Kaplan,1497.301084893907,,1501.88880640836,6,0,3,1498.8303253987249
Ryan Wolters,1498.7811525638622,,,2,0,0,1498.7811525638622
Alberto Lim,1498.8277464952955,1498.6796999897183,,5,3,0,1498.772229055704
Yassine Dlimi,1498.3144772451406,1500.0,,3,1,0,1498.7358579338554
Taso Vasiliadis,1497.8297434915992,1500.0,,3,1,0,1498.6978460949597
Alexandre Sidorenko,1500.711292259842,1496.9696668797185,,6,7,0,1498.696570901314
Sebastian Rieschick,1516.985414638885,1480.39239762902,,2,2,0,1498.6889061339523
Goran Prpic,1490.061774677486,1494.767028730388,,8,42,0,1498.688690245027
Boris Pashanski,1529.547664553763,1491.9127828249652,1478.108185814069,16,60,3,1498.6841140982283
Ulf Stenlund,,1498.1798193635786,,0,3,0,1498.634864522684
Martin Damm Sr,1477.4659281243876,1410.595074837394,1528.4660868357698,184,32,49,1498.4754114182558
Yue Wei Wang,1498.3944173441955,,,3,0,0,1498.3944173441953
Juan Alejandro Hernandez Serrano,1498.3456775887728,,,3,0,0,1498.3456775887728
Leos Friedl,1490.1508528757065,1508.6617230650356,,4,3,0,1498.3235725872416
Shao Xuan Zeng,1498.116685089083,,,14,0,0,1498.2422394164776
Andres Molteni,,1498.236638168931,,0,2,0,1498.236638168931
Adam Moundir,1500.0,1497.6212520138486,,1,3,0,1498.2159390103864
Michael Kohlmann,1461.5061429794664,1551.9442421695592,1480.238304820305,25,28,14,1498.2089439136216
Gonzalo Escobar,1532.6749630276013,1483.3850962013275,,3,7,0,1498.1720562492096
Maxime Teixeira,1494.326051673405,1500.031688806495,,2,4,0,1498.1298097621318
Vaclav Safranek,1497.1161376039672,1500.0,,2,1,0,1498.0774250693114
Marzio Martelli,1536.7303806352447,1485.3855423310406,1498.5525168435695,11,34,3,1498.0560224703124
Nicolas Moreno De Alboran,1476.450038663357,1509.7769868943942,,6,11,0,1498.0145345775577
Tomas Barrios Vera,1471.6298266371955,1507.602379613894,1508.9925218808078,6,13,3,1497.9812482021007
Marcus Willis,,,1497.9762152571152,0,0,2,1497.9762152571152
Ismar Gorcic,,1497.9584116650872,,0,3,0,1497.958411665087
August Holmgren,1501.710810666959,1484.736306793522,,7,2,0,1497.9386986950842
Young Jun Kim,1492.59673635967,,1516.6209694746954,7,0,2,1497.9354548296756
Kim Tiilikainen,1438.0923137566224,1517.0699786020289,,5,10,0,1497.9342173403118
Israel Matos Gil,,1497.9256543267768,,0,2,0,1497.9256543267768
Johny De Leon,1500.0,1497.1966420170584,,1,3,0,1497.8974815127938
Vincent Spadea,1482.471664498629,1516.658445119068,1532.3484565373149,402,162,66,1497.8573443879327
Martin Antonio Vergara Del Puerto,,1497.8369886414089,,0,3,0,1497.8369886414089
Roman Andres Burruchaga,,1497.826589379942,,0,4,0,1497.826589379942
David Witt,1450.1962114216462,1524.688741121361,1502.5977796383431,7,10,13,1497.807484724632
Jacob Fearnley,1492.2987938909662,,1501.4639920575298,2,0,3,1497.7979127909043
Yannick Mertens,1497.7779623500655,,,3,0,0,1497.7779623500655
Rigele Te,1480.7770457503043,1514.599996266275,,2,2,0,1497.6885210082896
Maximilian Abel,1491.71208307787,1506.8726801297998,1500.0,5,3,1,1497.6864950865277
Martijn Van Haasteren,1517.3431372210566,1471.4384977494087,,4,3,0,1497.6697203046365
Aqeel Khan,1479.1163024515515,1468.8639342887045,1544.421483988337,28,21,24,1497.6691176273828
Eyal Erlich,1503.127394388261,,1470.4066702872162,14,0,3,1497.6491616696758
Tom Kempers,,1496.0358334918928,1481.7340710726855,0,4,2,1497.6363683137488
Patrik Niklas Salminen,1495.2627550085826,1500.0,,2,1,0,1497.631377504291
Muhammad Shoaib,1500.0,1500.0,1496.0160835764286,1,1,3,1497.6096501458571
Melvin Tong,1496.9249233642818,1484.0,,14,2,0,1497.6082737277748
Marcus Sarstrand,1500.0,1496.7313368873852,,1,3,0,1497.5485026655388
Mikhail Filima,1496.682154014187,,,3,0,0,1497.5116155106402
Philip Henning,1520.4891534103122,1466.7608262564029,,4,3,0,1497.4627274872084
Alexander Popp,1461.2233766070517,1385.993079469647,1614.80931140149,41,26,38,1497.458618575223
Hicham Khaddari,,1497.4512624573358,,0,5,0,1497.4512624573358
Alexander Sarkissian,1497.4433523661517,,,6,0,0,1497.4433523661517
Jan Satral,1496.8012433705576,1500.0,,4,1,0,1497.440994696446
Martin Vilarrubi,1516.0,1492.796499450191,,2,8,0,1497.4371995601527
Linh Giang Trinh,1496.567867490717,1500.0,,3,1,0,1497.4259006180378
Brian Macphie,1497.6390151116375,1500.0,1493.8978576544826,46,1,16,1497.4066446655645
Benedikt Dorsch,1496.0905554212088,,1500.0,2,0,1,1497.393703614139
Ricardo Ojeda Lara,1511.273317116839,1483.5038314797252,,3,3,0,1497.388574298282
Clement Reix,1497.385525713004,,,2,0,0,1497.385525713004
Alejandro Aramburu,1466.1927735804466,1501.8105492881114,,3,21,0,1497.3583273246531
Alex Antonitsch,1500.049104132297,1425.1549642628995,1545.0857137890246,46,9,21,1497.3568674299488
Carlos Avellan,1483.6231328533029,1504.83880497522,,6,11,0,1497.3509206968963
Robert Kendrick,1521.8076405487263,1432.8263413752209,1427.5182667257666,83,12,18,1497.3387527708917
Scott Oudsema,1496.5895033144493,,1500.0,4,0,1,1497.2716026515595
Karlis Ozolins,1497.2689224157973,,,3,0,0,1497.2689224157973
Matteo Donati,,1497.2463772177591,,0,2,0,1497.2463772177591
Karim Hossam,1497.2399688132996,,,2,0,0,1497.2399688132996
Fritz Wolmarans,1490.9734684132732,1516.0,,6,2,0,1497.230101309955
Harsh Mankad,1478.9913569233993,1489.7996073964127,1545.8278203282016,10,2,4,1497.224945019978
Dino Prizmic,1488.2897804819404,1507.904056456828,,6,5,0,1497.2053604705254
Igor Saric,,1495.7711975022823,,0,2,0,1497.180798334855
Simen Sunde Bratholm,1497.1560414353407,,,3,0,0,1497.1560414353407
Darren Cahill,1497.9004217417512,1500.0,1490.252742631196,10,1,2,1497.1078359057071
Rhyne Williams,1489.6444414074383,1521.5248736253386,1486.529934547079,17,6,2,1497.0465845909057
Hyun Woo Nam,1497.0326310665907,,,3,0,0,1497.0326310665907
Doug Flach,1504.2079654879235,1430.6323417312392,1513.2710913009143,39,9,17,1496.98645928692
Sebo Kiss,1536.769693788035,1465.0117006786286,,8,10,0,1496.9041420605872
Mathieu Rodrigues,1496.893224844098,,,2,0,0,1496.893224844098
James Sekulov,1505.52421742543,1459.4164553036549,1500.0,17,4,1,1496.8898871566787
Mikhail Kukushkin,1511.614222431659,1451.791905540952,1510.6170643072955,270,99,41,1496.8684158815263
Alex Llompart,1496.8671674207076,,,11,0,0,1496.8671674207071
Daniel Courcol,,1504.218633787205,1484.1199303465924,0,3,2,1496.8159603424665
Devin Mullings,1500.300484991944,1487.9768664998264,,10,4,0,1496.7794511370532
Maxim Dubarenco,1505.7115506348705,1501.682655168129,,8,3,0,1496.7622687795197
Inigo Cervantes Huegun,1480.3846585270985,1504.3897678807489,1488.709656321476,13,32,4,1496.7410562922887
Michael Ryderstedt,1500.308196743655,1490.394779368883,,16,9,0,1496.739366488737
Chase Buchanan,1496.734072066867,,,2,0,0,1496.734072066867
Nicola Bruno,1503.448635042435,,,3,0,0,1496.7214475408225
Kim Huat Khoo,1496.7144444263856,,,3,0,0,1496.7144444263856
Manuel Sanchez,1516.8446496147733,1486.6438371218983,,4,8,0,1496.7107746195234
Lukas Klein,1479.7782374998883,1529.7851408603135,1498.4894273185116,18,9,3,1496.651427489878
Stefano Pescosolido,1489.724837276138,1544.6624260273231,1456.136448979214,100,81,14,1496.641752156449
Evghenii Plugariov,,1496.5325181377532,,0,5,0,1496.5325181377532
Carlos Salamanca,1470.1090319688249,1515.4615158024487,,3,4,0,1496.5216448895335
Yassine Idmbarek,1509.2934219758688,1491.6909590069074,,3,8,0,1496.4916307257151
Nicolas Alvarez Varona,1494.7206931010355,1500.0,,2,1,0,1496.480462067357
Nomi Qamar,1496.4758217596784,,,5,0,0,1496.4758217596784
Ruben Bemelmans,1507.9579424851506,1464.8303639087076,1479.669462500291,59,11,20,1496.440020435445
Edwin Kempes,1489.9940726208808,1509.202048385234,1467.975562160137,14,10,3,1496.4341377942635
Nils Langer,1500.0,1494.6242400515732,,1,2,0,1496.416160034382
Daniel Masur,1500.0,1494.5444890395174,1500.0,1,4,1,1496.3629926930116
Rolandas Murashka,1484.736306793522,1514.9417909440176,,2,4,0,1496.3568766554483
Joost Winnink,1476.7007350405204,1500.0053724525428,,7,4,0,1496.3246377783823
Helder Lopes,1486.3583229019137,1515.2694871132408,,2,2,0,1496.3184056976424
Wei Jen Cheng,1498.1908842245934,1500.0,1484.0,9,1,2,1496.2859967708723
David Caballero,,1496.2798322442284,,0,2,0,1496.2798322442284
Bonit Wiryawan,1497.928629175934,1502.0940472333866,,4,3,0,1496.2218509337663
Mousa Shanan Zayed,1496.1486066028483,,,2,0,0,1496.1486066028483
Bill Behrens,,1496.1462941788668,,0,6,0,1496.1462941788668
Gustavo Heide,1500.0,1495.482845504723,,1,6,0,1496.1281532897626
Gianluigi Quinzi,1478.6844010986297,1522.1619943486178,,3,2,0,1496.0754383986248
Nir Welgreen,1496.0240849457352,,,7,0,0,1496.0240849457352
Daniel Koellerer,1467.7266226436682,1522.112319142611,1448.5411814231204,21,30,4,1495.996243190688
Harry Bourchier,1495.978842609651,,,2,0,0,1495.978842609651
Christian Sigsgaard,1484.9584050275796,,1500.0,4,0,1,1495.9762314443312
Peter Nyborg,1491.8821735919776,,1500.0,2,0,1,1495.941086795989
Nicklas Kulti,1464.5795787244456,1499.798419979308,1584.869254085969,104,73,25,1495.8761196524365
Bojan Vujic,,1485.7789159129347,,0,4,0,1495.852610608623
Jan Apell,1498.849689897933,1487.6460525314078,1514.254132308796,49,27,11,1495.8348116097122
Mohamed Mamoun,1500.0043763826488,1497.8533093980209,,3,7,0,1495.8279974113066
Brian Wilson,1494.7687180136272,,1500.0,4,0,1,1495.814974410902
Thomas Oger,1485.4452879504972,1514.2428664637382,,4,2,0,1495.7524121042095
Udo Riglewski,,1502.9129093381396,,0,3,0,1495.751763636876
Julien Jeanpierre,1494.7116613319458,1496.4006725298266,,2,3,0,1495.7250680506745
Florin Mergea,1492.6398747941412,1504.964525692225,1484.9464186378766,2,3,2,1495.7237377058157
Rohan De Silva,1499.959476246836,1489.8038886913969,1516.0,3,9,2,1495.72238764022
Olivier Sajous,1498.4369720491209,1486.111345220262,,7,2,0,1495.6979438649298
Jorge Brian Panta Herreros,,1495.6850261962168,,0,5,0,1495.6850261962168
Jonas Froberg,1495.6846654151464,,,2,0,0,1495.6846654151464
Pedro Cachin,1435.4235189040558,1521.9096463830076,1483.210126619455,21,49,2,1495.6095392082143
Alex Knaff,1485.9017685111228,1503.1994914613133,,4,5,0,1495.5116145945622
Yann Marti,,1495.494433815207,,0,7,0,1495.494433815207
Davide Scala,1500.530537610626,1491.9427585554429,,3,16,0,1495.4307672667303
Oscar Hernandez,1363.913466057917,1534.9344264393274,1416.985168843488,37,143,10,1495.4224890179034
